Unit,ID,Entry,Row,Range,ReplicationTOS,TRT,RepRow,Variety,Type,TOS,Plotname,subset
45,V34,34,55,5,1,34,1,CSIROW029,TL,3,V34 (CSIROW029),
46,V59,59,56,5,2,59,2,Grout,TL,3,V59 (Grout),
47,V24,24,57,5,1,24,2,CSIROB3,TL,3,V24 (CSIROB3),
48,V55,55,58,5,2,55,2,Gairdner,TL,3,V55 (Gairdner),
49,V70,70,59,5,1,70,2,Mitch,TL,3,V70 (Mitch),
50,V77,77,60,5,1,77,2,Rosella,TL,3,V77 (Rosella),
51,V94,94,51,6,1,94,1,Wyalkatchem,TL,3,V94 (Wyalkatchem),
52,V81,81,52,6,1,81,1,Shepherd,TL,3,V81 (Shepherd),
53,V64,64,53,6,2,64,1,Kittyhawk,TL,3,V64 (Kittyhawk),
54,V90,90,54,6,1,90,1,Trojan,TL,3,V90 (Trojan),
55,V54,54,55,6,2,54,1,Franklin,TL,3,V54 (Franklin),
56,V28,28,56,6,1,28,2,CSIROW007,TL,3,V28 (CSIROW007),
57,V60,60,57,6,2,60,2,H45,TL,3,V60 (H45),
58,V87,87,58,6,1,87,2,Sunlamb,TL,3,V87 (Sunlamb),
59,V51,51,59,6,2,51,2,Fleet,TL,3,V51 (Fleet),
60,V12,12,60,6,1,12,2,Baudin,TL,3,V12 (Baudin),
61,V47,47,51,7,1,47,1,EGA_Wills,TL,3,V47 (EGA_Wills),
62,V20,20,52,7,1,20,1,Commander,TL,3,V20 (Commander),
63,V1,1,53,7,2,1,1,RGT Planet,Control,3,V1 (RGT Planet),
64,V49,49,54,7,2,49,1,Emu_Rock,TL,3,V49 (Emu_Rock),
65,V75,75,55,7,1,75,1,Revenue,TL,3,V75 (Revenue),
66,V39,39,56,7,1,39,2,CSIROW105,TL,3,V39 (CSIROW105),
67,V43,43,57,7,1,43,2,EGA_Eaglehawk,TL,3,V43 (EGA_Eaglehawk),
68,V7,7,58,7,1,7,2,AGT_Scythe,TL,3,V7 (AGT_Scythe),
69,V64,64,59,7,2,64,2,Kittyhawk,TL,3,V64 (Kittyhawk),
70,V66,66,60,7,2,66,2,Longsword,TL,3,V66 (Longsword),
71,V68,68,51,8,2,68,1,Magenta,TL,3,V68 (Magenta),
72,V53,53,52,8,2,53,1,Forrest,TL,3,V53 (Forrest),
73,V35,35,53,8,1,35,1,CSIROW073,TL,3,V35 (CSIROW073),
74,V82,82,54,8,1,82,1,Spitfire,TL,3,V82 (Spitfire),
75,V36,36,55,8,1,36,1,CSIROW077,TL,3,V36 (CSIROW077),
76,V8,8,56,8,1,8,2,Alestar,TL,3,V8 (Alestar),
77,V57,57,57,8,2,57,2,Granger,TL,3,V57 (Granger),
78,V18,18,58,8,1,18,2,Cassiopee,TL,3,V18 (Cassiopee),
79,V80,80,59,8,1,80,2,Scout,TL,3,V80 (Scout),
80,V58,58,60,8,2,58,2,Grenade CL Plus,TL,3,V58 (Grenade CL Plus),
81,V30,30,51,9,1,30,1,CSIROW018,TL,3,V30 (CSIROW018),
82,V67,67,52,9,2,67,1,Mace,TL,3,V67 (Mace),
83,V91,91,53,9,1,91,1,Urambie,TL,3,V91 (Urambie),
84,V59,59,54,9,2,59,1,Grout,TL,3,V59 (Grout),
85,V92,92,55,9,1,92,1,Westminster,TL,3,V92 (Westminster),
86,V3,3,56,9,1,3,2,Lancer,Control,3,V3 (Lancer),
87,V96,96,57,9,1,96,2,Young,TL,3,V96 (Young),
88,V52,52,58,9,2,52,2,Flinders,TL,3,V52 (Flinders),
89,V45,45,59,9,1,45,2,EGA_Hume,TL,3,V45 (EGA_Hume),
90,V79,79,60,9,1,79,2,Scope,TL,3,V79 (Scope),
91,V26,26,51,10,1,26,1,CSIROW003,TL,3,V26 (CSIROW003),
92,V58,58,52,10,2,58,1,Grenade CL Plus,TL,3,V58 (Grenade CL Plus),
93,V65,65,53,10,2,65,1,Lockyer,TL,3,V65 (Lockyer),
94,V16,16,54,10,1,16,1,Calingiri,TL,3,V16 (Calingiri),
95,V48,48,55,10,1,48,1,Ellison,TL,3,V48 (Ellison),
96,V27,27,56,10,1,27,2,CSIROW005,TL,3,V27 (CSIROW005),
97,V9,9,57,10,1,9,2,Axe,TL,3,V9 (Axe),
98,V67,67,58,10,2,67,2,Mace,TL,3,V67 (Mace),
99,V22,22,59,10,1,22,2,Crusader,TL,3,V22 (Crusader),
100,V1,1,60,10,2,1,2,RGT Planet,Control,3,V1 (RGT Planet),
101,V57,57,51,11,2,57,1,Granger,TL,3,V57 (Granger),
102,V10,10,52,11,1,10,1,Banks,TL,3,V10 (Banks),
103,V42,42,53,11,1,42,1,Derrimut,TL,3,V42 (Derrimut),
104,V5,5,54,11,1,5,1,Manning,Control,3,V5 (Manning),
105,V51,51,55,11,2,51,1,Fleet,TL,3,V51 (Fleet),
106,V19,19,56,11,1,19,2,Catalina,TL,3,V19 (Catalina),
107,V61,61,57,11,2,61,2,Janz,TL,3,V61 (Janz),
108,V83,83,58,11,1,83,2,Stirling,TL,3,V83 (Stirling),
109,V69,69,59,11,2,69,2,Merinda,TL,3,V69 (Merinda),
110,V33,33,60,11,1,33,2,CSIROW027,TL,3,V33 (CSIROW027),
111,V78,78,51,12,1,78,1,Schooner,TL,3,V78 (Schooner),
112,V37,37,52,12,1,37,1,CSIROW087,TL,3,V37 (CSIROW087),
113,V50,50,53,12,2,50,1,Fathom,TL,3,V50 (Fathom),
114,V11,11,54,12,1,11,1,Bass,TL,3,V11 (Bass),
115,V56,56,55,12,2,56,1,Gauntlet,TL,3,V56 (Gauntlet),
116,V63,63,56,12,2,63,2,Kellalac,TL,3,V63 (Kellalac),
117,V21,21,57,12,1,21,2,Compass,TL,3,V21 (Compass),
118,V62,62,58,12,2,62,2,Keel,TL,3,V62 (Keel),
119,V44,44,59,12,1,44,2,EGA_Gregory,TL,3,V44 (EGA_Gregory),
120,V93,93,60,12,1,93,2,Whistler,TL,3,V93 (Whistler),
1,V31,31,61,1,1,31,1,CSIROW021,TL,4,V31 (CSIROW021),
2,V79,79,62,1,2,79,1,Scope,TL,4,V79 (Scope),
3,V8,8,63,1,1,8,1,Alestar,TL,4,V8 (Alestar),
4,V86,86,64,1,2,86,1,Sunbri,TL,4,V86 (Sunbri),
5,V38,38,65,1,1,38,1,CSIROW102,TL,4,V38 (CSIROW102),
6,V66,66,66,1,1,66,2,Longsword,TL,4,V66 (Longsword),
7,V53,53,67,1,1,53,2,Forrest,TL,4,V53 (Forrest),
8,V83,83,68,1,2,83,2,Stirling,TL,4,V83 (Stirling),
9,V78,78,69,1,2,78,2,Schooner,TL,4,V78 (Schooner),
10,V29,29,70,1,1,29,2,CSIROW011,TL,4,V29 (CSIROW011),
11,V41,41,61,2,1,41,1,Dash,TL,4,V41 (Dash),
12,V69,69,62,2,1,69,1,Merinda,TL,4,V69 (Merinda),
13,V88,88,63,2,2,88,1,Sunstate,TL,4,V88 (Sunstate),
14,V59,59,64,2,1,59,1,Grout,TL,4,V59 (Grout),
15,V74,74,65,2,2,74,1,Peake,TL,4,V74 (Peake),
16,V85,85,66,2,2,85,2,Sunbee,TL,4,V85 (Sunbee),
17,V4,4,67,2,1,4,2,Spartacus CL,Control,4,V4 (Spartacus CL),subset\u0007
18,V94,94,68,2,1,94,2,Wyalkatchem,TL,4,V94 (Wyalkatchem),
19,V92,92,69,2,1,92,2,Westminster,TL,4,V92 (Westminster),
20,V67,67,70,2,1,67,2,Mace,TL,4,V67 (Mace),subset\u0007
21,V7,7,61,3,1,7,1,AGT_Scythe,TL,4,V7 (AGT_Scythe),
22,V87,87,62,3,2,87,1,Sunlamb,TL,4,V87 (Sunlamb),
23,V68,68,63,3,1,68,1,Magenta,TL,4,V68 (Magenta),
24,V76,76,64,3,2,76,1,Rosalind,TL,4,V76 (Rosalind),
25,V24,24,65,3,1,24,1,CSIROB3,TL,4,V24 (CSIROB3),
26,V2,2,66,3,2,2,2,Beaufort,Control,4,V2 (Beaufort),subset\u0007
27,V18,18,67,3,1,18,2,Cassiopee,TL,4,V18 (Cassiopee),
28,V77,77,68,3,2,77,2,Rosella,TL,4,V77 (Rosella),
29,V43,43,69,3,1,43,2,EGA_Eaglehawk,TL,4,V43 (EGA_Eaglehawk),
30,V90,90,70,3,2,90,2,Trojan,TL,4,V90 (Trojan),subset\u0007
31,V89,89,61,4,2,89,1,Suntop,TL,4,V89 (Suntop),subset\u0007
32,V21,21,62,4,1,21,1,Compass,TL,4,V21 (Compass),subset\u0007
33,V77,77,63,4,2,77,1,Rosella,TL,4,V77 (Rosella),
34,V17,17,64,4,1,17,1,Capstan,TL,4,V17 (Capstan),
35,V60,60,65,4,1,60,1,H45,TL,4,V60 (H45),
36,V64,64,66,4,1,64,2,Kittyhawk,TL,4,V64 (Kittyhawk),subset\u0007
37,V88,88,67,4,2,88,2,Sunstate,TL,4,V88 (Sunstate),
38,V72,72,68,4,2,72,2,Ouyen,TL,4,V72 (Ouyen),
39,V34,34,69,4,1,34,2,CSIROW029,TL,4,V34 (CSIROW029),
40,V16,16,70,4,1,16,2,Calingiri,TL,4,V16 (Calingiri),
41,V70,70,61,5,2,70,1,Mitch,TL,4,V70 (Mitch),
42,V56,56,62,5,1,56,1,Gauntlet,TL,4,V56 (Gauntlet),
43,V10,10,63,5,1,10,1,Banks,TL,4,V10 (Banks),
44,V93,93,64,5,1,93,1,Whistler,TL,4,V93 (Whistler),
45,V75,75,65,5,2,75,1,Revenue,TL,4,V75 (Revenue),
46,V5,5,66,5,1,5,2,Manning,Control,4,V5 (Manning),subset\u0007
47,V54,54,67,5,1,54,2,Franklin,TL,4,V54 (Franklin),
48,V50,50,68,5,1,50,2,Fathom,TL,4,V50 (Fathom),subset\u0007
49,V81,81,69,5,2,81,2,Shepherd,TL,4,V81 (Shepherd),
50,V51,51,70,5,1,51,2,Fleet,TL,4,V51 (Fleet),
51,V45,45,61,6,1,45,1,EGA_Hume,TL,4,V45 (EGA_Hume),
52,V15,15,62,6,1,15,1,Braewood,TL,4,V15 (Braewood),
53,V6,6,63,6,1,6,1,Scepter,Control,4,V6 (Scepter),subset\u0007
54,V78,78,64,6,2,78,1,Schooner,TL,4,V78 (Schooner),
55,V19,19,65,6,1,19,1,Catalina,TL,4,V19 (Catalina),
56,V55,55,66,6,1,55,2,Gairdner,TL,4,V55 (Gairdner),
57,V27,27,67,6,1,27,2,CSIROW005,TL,4,V27 (CSIROW005),
58,V3,3,68,6,1,3,2,Lancer,Control,4,V3 (Lancer),subset\u0007
59,V80,80,69,6,2,80,2,Scout,TL,4,V80 (Scout),
60,V76,76,70,6,2,76,2,Rosalind,TL,4,V76 (Rosalind),
61,V57,57,61,7,1,57,1,Granger,TL,4,V57 (Granger),
62,V84,84,62,7,2,84,1,Strzelecki,TL,4,V84 (Strzelecki),
63,V11,11,63,7,1,11,1,Bass,TL,4,V11 (Bass),
64,V28,28,64,7,1,28,1,CSIROW007,TL,4,V28 (CSIROW007),
65,V4,4,65,7,1,4,1,Spartacus CL,Control,4,V4 (Spartacus CL),subset\u0007
66,V9,9,66,7,1,9,2,Axe,TL,4,V9 (Axe),subset\u0007
67,V82,82,67,7,2,82,2,Spitfire,TL,4,V82 (Spitfire),
68,V36,36,68,7,1,36,2,CSIROW077,TL,4,V36 (CSIROW077),
69,V79,79,69,7,2,79,2,Scope,TL,4,V79 (Scope),
70,V96,96,70,7,1,96,2,Young,TL,4,V96 (Young),
71,V81,81,61,8,2,81,1,Shepherd,TL,4,V81 (Shepherd),
72,V14,14,62,8,1,14,1,Bolac,TL,4,V14 (Bolac),
73,V85,85,63,8,2,85,1,Sunbee,TL,4,V85 (Sunbee),
74,V52,52,64,8,1,52,1,Flinders,TL,4,V52 (Flinders),
75,V13,13,65,8,1,13,1,Biere,TL,4,V13 (Biere),
76,V71,71,66,8,2,71,2,Navigator,TL,4,V71 (Navigator),
77,V26,26,67,8,1,26,2,CSIROW003,TL,4,V26 (CSIROW003),
78,V49,49,68,8,1,49,2,Emu_Rock,TL,4,V49 (Emu_Rock),
79,V35,35,69,8,1,35,2,CSIROW073,TL,4,V35 (CSIROW073),
80,V6,6,70,8,1,6,2,Scepter,Control,4,V6 (Scepter),subset\u0007
81,V72,72,61,9,2,72,1,Ouyen,TL,4,V72 (Ouyen),
82,V39,39,62,9,1,39,1,CSIROW105,TL,4,V39 (CSIROW105),
83,V58,58,63,9,1,58,1,Grenade CL Plus,TL,4,V58 (Grenade CL Plus),
84,V73,73,64,9,2,73,1,Oxford,TL,4,V73 (Oxford),
85,V95,95,65,9,1,95,1,Yitpi,TL,4,V95 (Yitpi),
86,V70,70,66,9,2,70,2,Mitch,TL,4,V70 (Mitch),
87,V12,12,67,9,1,12,2,Baudin,TL,4,V12 (Baudin),
88,V86,86,68,9,2,86,2,Sunbri,TL,4,V86 (Sunbri),
89,V47,47,69,9,1,47,2,EGA_Wills,TL,4,V47 (EGA_Wills),
90,V65,65,70,9,1,65,2,Lockyer,TL,4,V65 (Lockyer),
91,V42,42,61,10,1,42,1,Derrimut,TL,4,V42 (Derrimut),
92,V90,90,62,10,2,90,1,Trojan,TL,4,V90 (Trojan),subset\u0007
93,V63,63,63,10,1,63,1,Kellalac,TL,4,V63 (Kellalac),
94,V71,71,64,10,2,71,1,Navigator,TL,4,V71 (Navigator),
95,V40,40,65,10,1,40,1,Cutlass,TL,4,V40 (Cutlass),subset\u0007
96,V23,23,66,10,1,23,2,CSIROB1,TL,4,V23 (CSIROB1),
97,V84,84,67,10,2,84,2,Strzelecki,TL,4,V84 (Strzelecki),
98,V32,32,68,10,1,32,2,CSIROW023,TL,4,V32 (CSIROW023),
99,V48,48,69,10,1,48,2,Ellison,TL,4,V48 (Ellison),
100,V73,73,70,10,2,73,2,Oxford,TL,4,V73 (Oxford),
101,V20,20,61,11,1,20,1,Commander,TL,4,V20 (Commander),subset\u0007
102,V83,83,62,11,2,83,1,Stirling,TL,4,V83 (Stirling),
103,V33,33,63,11,1,33,1,CSIROW027,TL,4,V33 (CSIROW027),
104,V22,22,64,11,1,22,1,Crusader,TL,4,V22 (Crusader),
105,V5,5,65,11,1,5,1,Manning,Control,4,V5 (Manning),subset\u0007
106,V74,74,66,11,2,74,2,Peake,TL,4,V74 (Peake),
107,V25,25,67,11,1,25,2,CSIROW002,TL,4,V25 (CSIROW002),
108,V87,87,68,11,2,87,2,Sunlamb,TL,4,V87 (Sunlamb),
109,V30,30,69,11,1,30,2,CSIROW018,TL,4,V30 (CSIROW018),
110,V62,62,70,11,1,62,2,Keel,TL,4,V62 (Keel),
111,V1,1,61,12,2,1,1,RGT Planet,Control,4,V1 (RGT Planet),subset\u0007
112,V91,91,62,12,1,91,1,Urambie,TL,4,V91 (Urambie),subset\u0007
113,V80,80,63,12,2,80,1,Scout,TL,4,V80 (Scout),
114,V61,61,64,12,1,61,1,Janz,TL,4,V61 (Janz),
115,V82,82,65,12,2,82,1,Spitfire,TL,4,V82 (Spitfire),
116,V46,46,66,12,1,46,2,EGA_Wedgetail,TL,4,V46 (EGA_Wedgetail),
117,V89,89,67,12,2,89,2,Suntop,TL,4,V89 (Suntop),subset\u0007
118,V44,44,68,12,1,44,2,EGA_Gregory,TL,4,V44 (EGA_Gregory),subset\u0007
119,V75,75,69,12,2,75,2,Revenue,TL,4,V75 (Revenue),
120,V37,37,70,12,1,37,2,CSIROW087,TL,4,V37 (CSIROW087),
1,V66,66,71,1,2,66,1,Longsword,TL,8,V66 (Longsword),
2,V89,89,72,1,1,89,1,Suntop,TL,8,V89 (Suntop),subset\u0007
3,V19,19,73,1,1,19,1,Catalina,TL,8,V19 (Catalina),
4,V92,92,74,1,1,92,1,Westminster,TL,8,V92 (Westminster),
5,V76,76,75,1,2,76,1,Rosalind,TL,8,V76 (Rosalind),
6,V86,86,76,1,1,86,2,Sunbri,TL,8,V86 (Sunbri),
7,V78,78,77,1,2,78,2,Schooner,TL,8,V78 (Schooner),
8,V47,47,78,1,1,47,2,EGA_Wills,TL,8,V47 (EGA_Wills),
9,V69,69,79,1,2,69,2,Merinda,TL,8,V69 (Merinda),
10,V56,56,80,1,1,56,2,Gauntlet,TL,8,V56 (Gauntlet),
11,V53,53,71,2,1,53,1,Forrest,TL,8,V53 (Forrest),
12,V12,12,72,2,1,12,1,Baudin,TL,8,V12 (Baudin),
13,V5,5,73,2,1,5,1,Manning,Control,8,V5 (Manning),subset\u0007
14,V70,70,74,2,2,70,1,Mitch,TL,8,V70 (Mitch),
15,V28,28,75,2,1,28,1,CSIROW007,TL,8,V28 (CSIROW007),
16,V50,50,76,2,1,50,2,Fathom,TL,8,V50 (Fathom),subset\u0007
17,V75,75,77,2,2,75,2,Revenue,TL,8,V75 (Revenue),
18,V83,83,78,2,2,83,2,Stirling,TL,8,V83 (Stirling),
19,V33,33,79,2,1,33,2,CSIROW027,TL,8,V33 (CSIROW027),
20,V46,46,80,2,1,46,2,EGA_Wedgetail,TL,8,V46 (EGA_Wedgetail),
21,V37,37,71,3,1,37,1,CSIROW087,TL,8,V37 (CSIROW087),
22,V73,73,72,3,2,73,1,Oxford,TL,8,V73 (Oxford),
23,V96,96,73,3,1,96,1,Young,TL,8,V96 (Young),
24,V14,14,74,3,1,14,1,Bolac,TL,8,V14 (Bolac),
25,V67,67,75,3,2,67,1,Mace,TL,8,V67 (Mace),subset\u0007
26,V6,6,76,3,1,6,2,Scepter,Control,8,V6 (Scepter),subset\u0007
27,V22,22,77,3,1,22,2,Crusader,TL,8,V22 (Crusader),
28,V3,3,78,3,1,3,2,Lancer,Control,8,V3 (Lancer),subset\u0007
29,V59,59,79,3,1,59,2,Grout,TL,8,V59 (Grout),
30,V64,64,80,3,2,64,2,Kittyhawk,TL,8,V64 (Kittyhawk),subset\u0007
31,V84,84,71,4,2,84,1,Strzelecki,TL,8,V84 (Strzelecki),
32,V64,64,72,4,2,64,1,Kittyhawk,TL,8,V64 (Kittyhawk),subset\u0007
33,V36,36,73,4,1,36,1,CSIROW077,TL,8,V36 (CSIROW077),
34,V2,2,74,4,2,2,1,Beaufort,Control,8,V2 (Beaufort),subset\u0007
35,V41,41,75,4,1,41,1,Dash,TL,8,V41 (Dash),
36,V55,55,76,4,1,55,2,Gairdner,TL,8,V55 (Gairdner),
37,V52,52,77,4,1,52,2,Flinders,TL,8,V52 (Flinders),
38,V71,71,78,4,2,71,2,Navigator,TL,8,V71 (Navigator),
39,V79,79,79,4,2,79,2,Scope,TL,8,V79 (Scope),
40,V9,9,80,4,1,9,2,Axe,TL,8,V9 (Axe),subset\u0007
41,V40,40,71,5,1,40,1,Cutlass,TL,8,V40 (Cutlass),subset\u0007
42,V11,11,72,5,1,11,1,Bass,TL,8,V11 (Bass),
43,V88,88,73,5,1,88,1,Sunstate,TL,8,V88 (Sunstate),
44,V74,74,74,5,2,74,1,Peake,TL,8,V74 (Peake),
45,V78,78,75,5,2,78,1,Schooner,TL,8,V78 (Schooner),
46,V94,94,76,5,1,94,2,Wyalkatchem,TL,8,V94 (Wyalkatchem),
47,V80,80,77,5,2,80,2,Scout,TL,8,V80 (Scout),
48,V95,95,78,5,1,95,2,Yitpi,TL,8,V95 (Yitpi),
49,V44,44,79,5,1,44,2,EGA_Gregory,TL,8,V44 (EGA_Gregory),subset\u0007
50,V67,67,80,5,2,67,2,Mace,TL,8,V67 (Mace),subset\u0007
51,V17,17,71,6,1,17,1,Capstan,TL,8,V17 (Capstan),
52,V49,49,72,6,1,49,1,Emu_Rock,TL,8,V49 (Emu_Rock),
53,V72,72,73,6,2,72,1,Ouyen,TL,8,V72 (Ouyen),
54,V34,34,74,6,1,34,1,CSIROW029,TL,8,V34 (CSIROW029),
55,V4,4,75,6,1,4,1,Spartacus CL,Control,8,V4 (Spartacus CL),subset\u0007
56,V76,76,76,6,2,76,2,Rosalind,TL,8,V76 (Rosalind),
57,V87,87,77,6,1,87,2,Sunlamb,TL,8,V87 (Sunlamb),
58,V29,29,78,6,1,29,2,CSIROW011,TL,8,V29 (CSIROW011),
59,V77,77,79,6,2,77,2,Rosella,TL,8,V77 (Rosella),
60,V1,1,80,6,2,1,2,RGT Planet,Control,8,V1 (RGT Planet),subset\u0007
61,V69,69,71,7,2,69,1,Merinda,TL,8,V69 (Merinda),
62,V13,13,72,7,1,13,1,Biere,TL,8,V13 (Biere),
63,V18,18,73,7,1,18,1,Cassiopee,TL,8,V18 (Cassiopee),
64,V83,83,74,7,2,83,1,Stirling,TL,8,V83 (Stirling),
65,V54,54,75,7,1,54,1,Franklin,TL,8,V54 (Franklin),
66,V68,68,76,7,2,68,2,Magenta,TL,8,V68 (Magenta),
67,V42,42,77,7,1,42,2,Derrimut,TL,8,V42 (Derrimut),
68,V60,60,78,7,1,60,2,H45,TL,8,V60 (H45),
69,V84,84,79,7,2,84,2,Strzelecki,TL,8,V84 (Strzelecki),
70,V35,35,80,7,1,35,2,CSIROW073,TL,8,V35 (CSIROW073),
71,V15,15,71,8,1,15,1,Braewood,TL,8,V15 (Braewood),
72,V65,65,72,8,2,65,1,Lockyer,TL,8,V65 (Lockyer),
73,V77,77,73,8,2,77,1,Rosella,TL,8,V77 (Rosella),
74,V45,45,74,8,1,45,1,EGA_Hume,TL,8,V45 (EGA_Hume),
75,V21,21,75,8,1,21,1,Compass,TL,8,V21 (Compass),subset\u0007
76,V73,73,76,8,2,73,2,Oxford,TL,8,V73 (Oxford),
77,V30,30,77,8,1,30,2,CSIROW018,TL,8,V30 (CSIROW018),
78,V5,5,78,8,1,5,2,Manning,Control,8,V5 (Manning),subset\u0007
79,V23,23,79,8,1,23,2,CSIROB1,TL,8,V23 (CSIROB1),
80,V10,10,80,8,1,10,2,Banks,TL,8,V10 (Banks),
81,V71,71,71,9,2,71,1,Navigator,TL,8,V71 (Navigator),
82,V16,16,72,9,1,16,1,Calingiri,TL,8,V16 (Calingiri),
83,V82,82,73,9,2,82,1,Spitfire,TL,8,V82 (Spitfire),
84,V93,93,74,9,1,93,1,Whistler,TL,8,V93 (Whistler),
85,V43,43,75,9,1,43,1,EGA_Eaglehawk,TL,8,V43 (EGA_Eaglehawk),
86,V72,72,76,9,2,72,2,Ouyen,TL,8,V72 (Ouyen),
87,V90,90,77,9,1,90,2,Trojan,TL,8,V90 (Trojan),subset\u0007
88,V48,48,78,9,1,48,2,Ellison,TL,8,V48 (Ellison),
89,V24,24,79,9,1,24,2,CSIROB3,TL,8,V24 (CSIROB3),
90,V81,81,80,9,2,81,2,Shepherd,TL,8,V81 (Shepherd),
91,V27,27,71,10,1,27,1,CSIROW005,TL,8,V27 (CSIROW005),
92,V79,79,72,10,2,79,1,Scope,TL,8,V79 (Scope),
93,V25,25,73,10,1,25,1,CSIROW002,TL,8,V25 (CSIROW002),
94,V8,8,74,10,1,8,1,Alestar,TL,8,V8 (Alestar),
95,V80,80,75,10,2,80,1,Scout,TL,8,V80 (Scout),
96,V51,51,76,10,1,51,2,Fleet,TL,8,V51 (Fleet),
97,V70,70,77,10,2,70,2,Mitch,TL,8,V70 (Mitch),
98,V38,38,78,10,1,38,2,CSIROW102,TL,8,V38 (CSIROW102),
99,V4,4,79,10,1,4,2,Spartacus CL,Control,8,V4 (Spartacus CL),subset\u0007
100,V85,85,80,10,1,85,2,Sunbee,TL,8,V85 (Sunbee),
101,V32,32,71,11,1,32,1,CSIROW023,TL,8,V32 (CSIROW023),
102,V81,81,72,11,2,81,1,Shepherd,TL,8,V81 (Shepherd),
103,V61,61,73,11,1,61,1,Janz,TL,8,V61 (Janz),
104,V68,68,74,11,2,68,1,Magenta,TL,8,V68 (Magenta),
105,V20,20,75,11,1,20,1,Commander,TL,8,V20 (Commander),subset\u0007
106,V39,39,76,11,1,39,2,CSIROW105,TL,8,V39 (CSIROW105),
107,V57,57,77,11,1,57,2,Granger,TL,8,V57 (Granger),
108,V65,65,78,11,2,65,2,Lockyer,TL,8,V65 (Lockyer),
109,V63,63,79,11,1,63,2,Kellalac,TL,8,V63 (Kellalac),
110,V74,74,80,11,2,74,2,Peake,TL,8,V74 (Peake),
111,V6,6,71,12,1,6,1,Scepter,Control,8,V6 (Scepter),subset\u0007
112,V31,31,72,12,1,31,1,CSIROW021,TL,8,V31 (CSIROW021),
113,V75,75,73,12,2,75,1,Revenue,TL,8,V75 (Revenue),
114,V58,58,74,12,1,58,1,Grenade CL Plus,TL,8,V58 (Grenade CL Plus),
115,V7,7,75,12,1,7,1,AGT_Scythe,TL,8,V7 (AGT_Scythe),
116,V82,82,76,12,2,82,2,Spitfire,TL,8,V82 (Spitfire),
117,V66,66,77,12,2,66,2,Longsword,TL,8,V66 (Longsword),
118,V26,26,78,12,1,26,2,CSIROW003,TL,8,V26 (CSIROW003),
119,V62,62,79,12,1,62,2,Keel,TL,8,V62 (Keel),
120,V91,91,80,12,1,91,2,Urambie,TL,8,V91 (Urambie),subset\u0007
